,phrase,label,sentiment,subjectivity,language,count
Klimawende.,Klimawende.,MISC,,,de,1
Liveticker: +++ 23:03,Liveticker: +++ 23:03,MISC,,,de,1
UN-Weltklimakonferenz in Ägypten,UN-Weltklimakonferenz in Ägypten,MISC,,,de,1
"NACHRICHTEN
</li><li>Strom-","NACHRICHTEN
</li><li>Strom-",MISC,,,de,1
"Gaspreis-Bremse  BILD
","Gaspreis-Bremse  BILD
",MISC,,,de,1
Die Preisbremsen für Strom und Gas,Die Preisbremsen für Strom und Gas,MISC,,,de,1
Liveticker: +++ 11:01,Liveticker: +++ 11:01,MISC,,,de,1
Explosio…,Explosio…,MISC,,,de,1
Laufzeit-Diskussionen.,Laufzeit-Diskussionen.,MISC,,,de,1
Getreidedeal.,Getreidedeal.,MISC,,,de,1
"Schwarzmeer-Häfen
9.05 Uhr:","Schwarzmeer-Häfen
9.05 Uhr:",MISC,,,de,1
Gasspeicherung.,Gasspeicherung.,MISC,,,de,1
Neues Landesprogramm,Neues Landesprogramm,MISC,,,de,1
Treffen der G7-Außenminister,Treffen der G7-Außenminister,MISC,,,de,1
spanischen,spanischen,MISC,,,de,1
Dro…,Dro…,MISC,,,de,1
China-Investitionen:,China-Investitionen:,MISC,,,de,1
nordrhein-westfälische,nordrhein-westfälische,MISC,,,de,1
"Krieges  DER SPIEGEL
</li><li>Zerstörung mit deutscher Hilfe?","Krieges  DER SPIEGEL
</li><li>Zerstörung mit deutscher Hilfe?",MISC,,,de,1
"russischen Bombenkrieg  zdf.de
</li><li>""Mehr","russischen Bombenkrieg  zdf.de
</li><li>""Mehr",MISC,,,de,1
Google Ne…,Google Ne…,MISC,,,de,1
Blicklicht,Blicklicht,MISC,,,de,1
Kl…,Kl…,MISC,,,de,1
Steckdose.,Steckdose.,MISC,,,de,1
Das Ziel,Das Ziel,MISC,,,de,1
Weltrettung.,Weltrettung.,MISC,,,de,1
Das Berliner Gasnetz,Das Berliner Gasnetz,MISC,,,de,1
Ampel will,Ampel will,MISC,,,de,1
Der Bürgermeister,Der Bürgermeister,MISC,,,de,1
News im Üb…,News im Üb…,MISC,,,de,1
Gasver…,Gasver…,MISC,,,de,1
Autovermieter: Mietwagenboom,Autovermieter: Mietwagenboom,MISC,,,de,1
SixtDer,SixtDer,MISC,,,de,1
Baustelle für Gaspipeline,Baustelle für Gaspipeline,MISC,,,de,1
CO₂-Preis.,CO₂-Preis.,MISC,,,de,1
Ifo-Institut,Ifo-Institut,MISC,,,de,1
Energiesparanreize,Energiesparanreize,MISC,,,de,1
Täter un…,Täter un…,MISC,,,de,1
Letzte Generation,Letzte Generation,MISC,,,de,1
Bosch Akku 18V,Bosch Akku 18V,MISC,,,de,1
12V,12V,MISC,,,de,1
Bosch Professional Akku,Bosch Professional Akku,MISC,,,de,1
Google,Google,MISC,,,de,1
G…,G…,MISC,,,de,1
Proteste auf Konferenz,Proteste auf Konferenz,MISC,,,de,1
Gasnetz.,Gasnetz.,MISC,,,de,1
Konzessionsvertrages,Konzessionsvertrages,MISC,,,de,1
Betriebslizenz,Betriebslizenz,MISC,,,de,1
Klimaproteste,Klimaproteste,MISC,,,de,1
RAF.,RAF.,MISC,,,de,1
Frankfurter,Frankfurter,MISC,,,de,1
Russlands brutalen Krieg,Russlands brutalen Krieg,MISC,,,de,1
Konferenz in Ägypten,Konferenz in Ägypten,MISC,,,de,1
Guterres: „Sind auf dem Highway,Guterres: „Sind auf dem Highway,MISC,,,de,1
Schweiz.,Schweiz.,MISC,,,de,1
News im Überblick…,News im Überblick…,MISC,,,de,1
Sterneköche in der Krise.,Sterneköche in der Krise.,MISC,,,de,1
ISW“-Analyse,ISW“-Analyse,MISC,,,de,1
Letzten Generation,Letzten Generation,MISC,,,de,1
China: Handelsmesse streicht Eröffnungsvideo,China: Handelsmesse streicht Eröffnungsvideo,MISC,,,de,1
Kriegs,Kriegs,MISC,,,de,1
Die wichtigsten Fragen,Die wichtigsten Fragen,MISC,,,de,1
nächsten Jahr,nächsten Jahr,MISC,,,de,1
Heiz-Alternative.,Heiz-Alternative.,MISC,,,de,1
So heizt Deutschland.,So heizt Deutschland.,MISC,,,de,1
"DeutschlandFoto: Dirk Sukow,","DeutschlandFoto: Dirk Sukow,",MISC,,,de,1
Neues Preissystem.,Neues Preissystem.,MISC,,,de,1
EinfamilienhäusernDer,EinfamilienhäusernDer,MISC,,,de,1
Klimakonferenz COP 27,Klimakonferenz COP 27,MISC,,,de,1
Gas-Notlage,Gas-Notlage,MISC,,,de,1
Gaspreis-Explosion.,Gaspreis-Explosion.,MISC,,,de,1
russischen Invasion in der Ukraine,russischen Invasion in der Ukraine,MISC,,,de,1
Privathaush…,Privathaush…,MISC,,,de,1
Liveticker: +++ 14:49,Liveticker: +++ 14:49,MISC,,,de,1
Der deutsche Leitindex,Der deutsche Leitindex,MISC,,,de,1
F…,F…,MISC,,,de,1
no…,no…,MISC,,,de,1
Ticker ++,Ticker ++,MISC,,,de,1
Energiepreiskrise: Preis,Energiepreiskrise: Preis,MISC,,,de,1
Nichts anderes,Nichts anderes,MISC,,,de,1
Nachhaltige Geldanlage:,Nachhaltige Geldanlage:,MISC,,,de,1
Nord-Stream-Lecks:,Nord-Stream-Lecks:,MISC,,,de,1
Aufklärungsmission  ,Aufklärungsmission  ,MISC,,,de,1
Bundesanwaltschaft ermittelt  ,Bundesanwaltschaft ermittelt  ,MISC,,,de,1
Karlsruhe,Karlsruhe,MISC,,,de,1
"Uhr
","Uhr
",MISC,,,de,1
Liveticker: +++ 01:52 Scholz,Liveticker: +++ 01:52 Scholz,MISC,,,de,1
Tag nach der Wahl in,Tag nach der Wahl in,MISC,,,de,1
Demonstration: Erneut Tausende Menschen bei Protesten,Demonstration: Erneut Tausende Menschen bei Protesten,MISC,,,de,1
| Zivilisatorisch?,| Zivilisatorisch?,MISC,,,de,1
Nachhaltigkeit: Rezession,Nachhaltigkeit: Rezession,MISC,,,de,1
Wie Frostbeulen,Wie Frostbeulen,MISC,,,de,1
Kälte & Stromausfall:,Kälte & Stromausfall:,MISC,,,de,1
Beschaffungspreis,Beschaffungspreis,MISC,,,de,1
LieÃŸe,LieÃŸe,MISC,,,de,1
Herr weâ€¦,Herr weâ€¦,MISC,,,de,1
Atomdrohungen +++,Atomdrohungen +++,MISC,,,de,1
Liveticker: +++ 22:05 Selenskyj:,Liveticker: +++ 22:05 Selenskyj:,MISC,,,de,1
Milliarden-Verlust.,Milliarden-Verlust.,MISC,,,de,1
Unser Land,Unser Land,MISC,,,de,1
Deckel.,Deckel.,MISC,,,de,1
Treffen derEU-Chef:innen,Treffen derEU-Chef:innen,MISC,,,de,1
Landtagswahl in Niedersachsen:,Landtagswahl in Niedersachsen:,MISC,,,de,1
Kiew?,Kiew?,MISC,,,de,1
Leopard 2,Leopard 2,MISC,,,de,1
Kriegsausbruch,Kriegsausbruch,MISC,,,de,1
Wasserstoff-Netz,Wasserstoff-Netz,MISC,,,de,1
J.R.…,J.R.…,MISC,,,de,1
AfD-Demonstration,AfD-Demonstration,MISC,,,de,1
Ampel-Regierung,Ampel-Regierung,MISC,,,de,1
Liveticker: +++ 19:20 AKW Saporischschja,Liveticker: +++ 19:20 AKW Saporischschja,MISC,,,de,1
Demonstrierenden,Demonstrierenden,MISC,,,de,1
CC BY-SA 4.0,CC BY-SA 4.0,MISC,,,de,1
"Wikimedia Commons
Ermittlungen","Wikimedia Commons
Ermittlungen",MISC,,,de,1
Liveticker: +++ 12:24 Hofreiter,Liveticker: +++ 12:24 Hofreiter,MISC,,,de,1
Liveticker: +++ 17:42 Memorial-Mitgründerin Scherbakowa,Liveticker: +++ 17:42 Memorial-Mitgründerin Scherbakowa,MISC,,,de,1
Goldenes Buch der Stadt Leipzig,Goldenes Buch der Stadt Leipzig,MISC,,,de,1
Goldene Buch der Stadt Leipzig,Goldene Buch der Stadt Leipzig,MISC,,,de,1
Liveticker: +++ 14:56 Kaliber 155:,Liveticker: +++ 14:56 Kaliber 155:,MISC,,,de,1
Zuzana,Zuzana,MISC,,,de,1
Einspeichern von Gas,Einspeichern von Gas,MISC,,,de,1
Liveticker: +++ 10:37 Russland,Liveticker: +++ 10:37 Russland,MISC,,,de,1
Liveticker: +++ 11:33 Ukraine:,Liveticker: +++ 11:33 Ukraine:,MISC,,,de,1
Erdg…,Erdg…,MISC,,,de,1
"Deutschland
</li><li>KRIEG","Deutschland
</li><li>KRIEG",MISC,,,de,1
"CORONA, INFLATION:","CORONA, INFLATION:",MISC,,,de,1
Die …,Die …,MISC,,,de,1
Alternativmodell,Alternativmodell,MISC,,,de,1
Popstar der…,Popstar der…,MISC,,,de,1
LNG-Terminalschiff,LNG-Terminalschiff,MISC,,,de,1
Gasunternehmens Uniper,Gasunternehmens Uniper,MISC,,,de,1
LNG-Standorten,LNG-Standorten,MISC,,,de,1
Nachkriegsjahren,Nachkriegsjahren,MISC,,,de,1
Pleitewelle,Pleitewelle,MISC,,,de,1
A…,A…,MISC,,,de,1
Wetten,Wetten,MISC,,,de,1
Foto:Â Taxi Japan/Getty Images,Foto:Â Taxi Japan/Getty Images,MISC,,,de,1
Twitter,Twitter,MISC,,,de,1
Pro Tag,Pro Tag,MISC,,,de,1
Atom- u…,Atom- u…,MISC,,,de,1
"iPhone VPN, TikTok.","iPhone VPN, TikTok.",MISC,,,de,1
Deutschlands Finanzaufseher,Deutschlands Finanzaufseher,MISC,,,de,1
Deutscher Gasspeicher-Füllstand,Deutscher Gasspeicher-Füllstand,MISC,,,de,1
Liveticker: +++ 15:26 Erdogan,Liveticker: +++ 15:26 Erdogan,MISC,,,de,1
"Das Wichtigste in Kürze:
<ul><li>","Das Wichtigste in Kürze:
<ul><li>",MISC,,,de,1
Liveticker: +++ 23:57,Liveticker: +++ 23:57,MISC,,,de,1
BASF-Standort,BASF-Standort,MISC,,,de,1
Kriegseintritt,Kriegseintritt,MISC,,,de,1
Liveticker: +++ 10:17 Stromversorgung,Liveticker: +++ 10:17 Stromversorgung,MISC,,,de,1
Liveticker: +++ 11:14 Kiewer,Liveticker: +++ 11:14 Kiewer,MISC,,,de,1
Kurze Zeit,Kurze Zeit,MISC,,,de,1
Die Angst um Leib und Leben…,Die Angst um Leib und Leben…,MISC,,,de,1
Die Stimme Berlins.,Die Stimme Berlins.,MISC,,,de,1
"Die Stimme Berlins
</li><li>","Die Stimme Berlins
</li><li>",MISC,,,de,1
Kalter Winter“:,Kalter Winter“:,MISC,,,de,1
"Ukraine-Krieg  BILD
</li><li>Maschinenbaugipfel: Doppelpass  FAZ","Ukraine-Krieg  BILD
</li><li>Maschinenbaugipfel: Doppelpass  FAZ",MISC,,,de,1
Energiekrise: Zwei Pullover und Kerzen - Schäuble,Energiekrise: Zwei Pullover und Kerzen - Schäuble,MISC,,,de,1
Diesel-Preis,Diesel-Preis,MISC,,,de,1
Dieselpreis in,Dieselpreis in,MISC,,,de,1
Liveticker: +++ 16:02 Kinder und Senioren,Liveticker: +++ 16:02 Kinder und Senioren,MISC,,,de,1
Ukraine.,Ukraine.,MISC,,,de,1
NATO-Treffens,NATO-Treffens,MISC,,,de,1
Liveticker: +++ 18:03 EU-Staaten: Russische Reisepässe,Liveticker: +++ 18:03 EU-Staaten: Russische Reisepässe,MISC,,,de,1
Rezession.,Rezession.,MISC,,,de,1
Marâ€¦,Marâ€¦,MISC,,,de,1
Sinochem,Sinochem,MISC,,,de,1
diesem Jahr,diesem Jahr,MISC,,,de,1
"Pandemie, Krieg","Pandemie, Krieg",MISC,,,de,1
Lieferketten-Lottos.,Lieferketten-Lottos.,MISC,,,de,1
Gi…,Gi…,MISC,,,de,1
An einen Zufall zu glauben,An einen Zufall zu glauben,MISC,,,de,1
SPIEGEL-Informationen der Preiseffekt,SPIEGEL-Informationen der Preiseffekt,MISC,,,de,1
1000 Jahre lang,1000 Jahre lang,MISC,,,de,1
Youtube,Youtube,MISC,,,de,1
Ukraine-Konflikt,Ukraine-Konflikt,MISC,,,de,1
nup uuu peO,nup uuu peO,MISC,,,de,1
Gasumlage:,Gasumlage:,MISC,,,de,1
Ein Kommentar.,Ein Kommentar.,MISC,,,de,1
Corona-Krise,Corona-Krise,MISC,0.0,0.0,de,1
Macht das Sinn?,Macht das Sinn?,MISC,,,de,1
Wohnungskonzern Kündigungen,Wohnungskonzern Kündigungen,MISC,,,de,1
fÃ¼hrenden,fÃ¼hrenden,MISC,,,de,1
Gaspipeline-Saboteuren,Gaspipeline-Saboteuren,MISC,,,de,1
Widersprüche,Widersprüche,MISC,,,de,1
Absturz,Absturz,MISC,,,de,1
Vermutete Sabotage: Oslo,Vermutete Sabotage: Oslo,MISC,,,de,1
Erdgasmarkt.,Erdgasmarkt.,MISC,,,de,1
Deutschland gerettet!,Deutschland gerettet!,MISC,,,de,1
Ostsee-Pipelines,Ostsee-Pipelines,MISC,,,de,1
ARD-Mittwochstalk maisch…,ARD-Mittwochstalk maisch…,MISC,,,de,1
Preis von Gas,Preis von Gas,MISC,,,de,1
Gaskrise: Wie,Gaskrise: Wie,MISC,,,de,1
Ampelregierung,Ampelregierung,MISC,0.0,0.0,de,1
SPIEGEL-Spitzengespräch,SPIEGEL-Spitzengespräch,MISC,,,de,1
oberbayerische,oberbayerische,MISC,,,de,1
Das Podcast-Radio.,Das Podcast-Radio.,MISC,,,de-DE,1
EuropeDecoded,EuropeDecoded,MISC,,,de,1
Deutsche über Inflation: „Ich traue mich,Deutsche über Inflation: „Ich traue mich,MISC,,,de,1
LNG-Offensive,LNG-Offensive,MISC,,,de,1
katarisches,katarisches,MISC,,,de,1
kolumbianische,kolumbianische,MISC,,,de,1
Mega-Wärmepumpen,Mega-Wärmepumpen,MISC,,,de,1
Wärmpumpen,Wärmpumpen,MISC,,,de,1
RT DE.,RT DE.,MISC,,,de,1
Deutschen.,Deutschen.,MISC,,,de,1
Hause?,Hause?,MISC,,,de-DE,1
"Deutschland, der EU-Prügelknabe?","Deutschland, der EU-Prügelknabe?",MISC,,,de,1
Gas-Not,Gas-Not,MISC,,,de,1
Atomstrom,Atomstrom,MISC,,,de,1
Das kostet!,Das kostet!,MISC,,,de,1
Ende Jahr vom Netz,Ende Jahr vom Netz,MISC,,,de,1
brandenburgischen,brandenburgischen,MISC,,,de,1
Vorbildcharakter.,Vorbildcharakter.,MISC,,,de,1
Der Krieg,Der Krieg,MISC,,,de-DE,1
Hohe Energiepreise: Deutsche Stahlwerke,Hohe Energiepreise: Deutsche Stahlwerke,MISC,,,de,1
Wirtschaftsinstitute,Wirtschaftsinstitute,MISC,,,de,1
Ukrainekrieges,Ukrainekrieges,MISC,,,de,1
U…,U…,MISC,,,de,1
Mariupol.,Mariupol.,MISC,,,de,1
Streit bei Bund-Länder-Runde,Streit bei Bund-Länder-Runde,MISC,,,de,1
Bund-Länder-Beratungen,Bund-Länder-Beratungen,MISC,,,de,1
Energiekrise: Wie Bioenergiedörfer,Energiekrise: Wie Bioenergiedörfer,MISC,,,de,1
Ventil-Problematik,Ventil-Problematik,MISC,,,de,1
Gasnetz,Gasnetz,MISC,,,de,1
"Gaspreis, Deutschland","Gaspreis, Deutschland",MISC,,,de,1
Liveticker: +++ 08:55 Lambsdorff:,Liveticker: +++ 08:55 Lambsdorff:,MISC,,,de,1
Fast-Track,Fast-Track,MISC,,,de,1
Är…,Är…,MISC,,,de,1
nÃ¤chste Jahr,nÃ¤chste Jahr,MISC,,,de,1
Offshore-Windkraft,Offshore-Windkraft,MISC,,,de,1
Energie-Engpässe,Energie-Engpässe,MISC,,,de,1
Angriffskriegs Russlands,Angriffskriegs Russlands,MISC,,,de,1
| Telepolis.,| Telepolis.,MISC,,,de,1
vier Jahre gelegen,vier Jahre gelegen,MISC,,,de,1
Gas über die,Gas über die,MISC,,,de,1
Der europäische Gaspreis,Der europäische Gaspreis,MISC,,,de,1
Ukraine-Krieg: Humanitäre Hilfe: Angst,Ukraine-Krieg: Humanitäre Hilfe: Angst,MISC,,,de,1
Corona-Jahr,Corona-Jahr,MISC,,,de,1
Bep ettelpluap htlual pelnklaeu…,Bep ettelpluap htlual pelnklaeu…,MISC,,,de,1
Inspektion auf Grünes,Inspektion auf Grünes,MISC,,,de,1
Christoph HeinDer,Christoph HeinDer,MISC,,,de,1
Krieg Moskaus,Krieg Moskaus,MISC,,,de,1
Wirtschaftsminister Habeck,Wirtschaftsminister Habeck,MISC,,,de,1
Krieg mit Russland,Krieg mit Russland,MISC,,,de,1
Alarm,Alarm,MISC,,,de,1
Whisky-Rausch,Whisky-Rausch,MISC,,,de,1
Finanzministe…,Finanzministe…,MISC,,,de,1
ManometerFällt,ManometerFällt,MISC,,,de,1
Inflation.,Inflation.,MISC,,,de,1
Gasimporte.,Gasimporte.,MISC,,,de,1
EU-Energieminister,EU-Energieminister,MISC,,,de,1
"Ukrainekrieg, Klimawandel…","Ukrainekrieg, Klimawandel…",MISC,,,de,1
Gastransit,Gastransit,MISC,0.0,0.0,de,1
Diesel.,Diesel.,MISC,,,de,1
Mexikos Armee,Mexikos Armee,MISC,,,de,1
US-Börsenaufsichtsbehörde SEC,US-Börsenaufsichtsbehörde SEC,MISC,,,de,1
EU-Kommission.,EU-Kommission.,MISC,,,de,1
Himars bereitst…,Himars bereitst…,MISC,,,de,1
Livestream,Livestream,MISC,,,de,1
deutsch-niederländische,deutsch-niederländische,MISC,,,de,1
EU-Einheitsladekabel,EU-Einheitsladekabel,MISC,,,de,1
Liveticker: +++ 04:33,Liveticker: +++ 04:33,MISC,,,de,1
Die Nacht im Überblick.,Die Nacht im Überblick.,MISC,,,de,1
"News: Die Grünen, Atomkraft","News: Die Grünen, Atomkraft",MISC,,,de,1
Russische Armee,Russische Armee,MISC,,,de,1
Energiepreisbremsen.,Energiepreisbremsen.,MISC,,,de,1
Schwelle zur Rezession“,Schwelle zur Rezession“,MISC,,,de,1
Gas-Krise: Wie ich,Gas-Krise: Wie ich,MISC,,,de,1
Die Frage,Die Frage,MISC,,,de,1
Die Zeit,Die Zeit,MISC,,,de,1
plek,plek,MISC,,,de,1
Feleot etp elpekvluatleke,Feleot etp elpekvluatleke,MISC,,,de,1
Liveticker: +++ 16:41,Liveticker: +++ 16:41,MISC,,,de,1
Russischer,Russischer,MISC,,,de,1
Flugzeugbenzin,Flugzeugbenzin,MISC,,,de,1
Liveticker: +++ 06:09,Liveticker: +++ 06:09,MISC,,,de,1
Liveticker: +++ Generalstaatsanwaltschaft,Liveticker: +++ Generalstaatsanwaltschaft,MISC,,,de,1
Kyi…,Kyi…,MISC,,,de,1
Liveticker: +++ 21:44 Medienbericht: Iranische Drohnenausbilder,Liveticker: +++ 21:44 Medienbericht: Iranische Drohnenausbilder,MISC,,,de,1
Liveticker: +++ 15:55,Liveticker: +++ 15:55,MISC,,,de,1
Me…,Me…,MISC,,,de,1
Liveticker: +++ 15:27 Kretschmer,Liveticker: +++ 15:27 Kretschmer,MISC,,,de,1
Liveticker: +++ 13:17 Gouverneur,Liveticker: +++ 13:17 Gouverneur,MISC,,,de,1
Telegram.,Telegram.,MISC,,,de,1
Liveticker: +++ 07:46 Spezialkräfte,Liveticker: +++ 07:46 Spezialkräfte,MISC,,,de,1
Fauler Kompromiss made,Fauler Kompromiss made,MISC,,,de,1
Angriff auf ukrainische Energienetze: »Dies,Angriff auf ukrainische Energienetze: »Dies,MISC,,,de,1
Deutsche schwach,Deutsche schwach,MISC,,,de,1
Weihnachtsbäume,Weihnachtsbäume,MISC,,,de,1
Energiekrise: Wichtige Erdgas-Pipeline,Energiekrise: Wichtige Erdgas-Pipeline,MISC,,,de,1
Le Maire:,Le Maire:,MISC,,,de,1
deutsch-französischen Freundschaft?,deutsch-französischen Freundschaft?,MISC,,,de,1
Europa z…,Europa z…,MISC,,,de,1
Kriegstag,Kriegstag,MISC,,,de,1
iranischer,iranischer,MISC,,,de,1
Liveticker: +++ 00:32 Ukraine:,Liveticker: +++ 00:32 Ukraine:,MISC,,,de,1
Rückendeckung erhiel…,Rückendeckung erhiel…,MISC,,,de,1
Fridays for Future,Fridays for Future,MISC,,,de,1
Liveticker: +++ 08:23,Liveticker: +++ 08:23,MISC,,,de,1
Kamikaze-Drohnen,Kamikaze-Drohnen,MISC,,,de,1
Liveticker: +++ 12:25,Liveticker: +++ 12:25,MISC,,,de,1
Liveticker: +++ 11:54,Liveticker: +++ 11:54,MISC,,,de,1
"Liveticker: +++ 09:05 ""Vier Stunden Stromausfall","Liveticker: +++ 09:05 ""Vier Stunden Stromausfall",MISC,,,de,1
S…,S…,MISC,,,de,1
Liveticker: +++ 08:49,Liveticker: +++ 08:49,MISC,,,de,1
Liveticker: +++ 09:26,Liveticker: +++ 09:26,MISC,,,de,1
Ukrainische Raketenartillerie,Ukrainische Raketenartillerie,MISC,,,de,1
Gaskrise: Warum Frauen,Gaskrise: Warum Frauen,MISC,,,de,1
Liveticker: +++ 20:42 Selenskyj:,Liveticker: +++ 20:42 Selenskyj:,MISC,,,de,1
arabischen,arabischen,MISC,,,de,1
"Ukraine-Krieg, Bundesregierung","Ukraine-Krieg, Bundesregierung",MISC,,,de,1
Demonstrationen: Erneut,Demonstrationen: Erneut,MISC,,,de,1
Vertrag mit dem,Vertrag mit dem,MISC,,,de,1
Polen.,Polen.,MISC,,,de,1
amerikanische,amerikanische,MISC,,,de,1
Demonstrationen: Erneut Tausende bei Protesten,Demonstrationen: Erneut Tausende bei Protesten,MISC,,,de,1
Ostdeutschland sch…,Ostdeutschland sch…,MISC,,,de,1
Die Energieminister der EU-Länder,Die Energieminister der EU-Länder,MISC,,,de,1
lO BeeeOpel,lO BeeeOpel,MISC,,,de,1
Feindbild USA“,Feindbild USA“,MISC,,,de,1
russische Invasion der Ukraine,russische Invasion der Ukraine,MISC,,,de,1
russischen Kriegs,russischen Kriegs,MISC,,,de,1
"NACHRICHTEN
</li><li>„Zweite Verteidigungslinie“ der Russen","NACHRICHTEN
</li><li>„Zweite Verteidigungslinie“ der Russen",MISC,,,de,1
Ifo-Umfrage: Energiepreise,Ifo-Umfrage: Energiepreise,MISC,,,de,1
NiedersachsenDer,NiedersachsenDer,MISC,,,de,1
Die Gasspeicher sind voll,Die Gasspeicher sind voll,MISC,,,de,1
Bundesumweltministeriums,Bundesumweltministeriums,MISC,,,de,1
Pela- nup Iettekll.,Pela- nup Iettekll.,MISC,,,de,1
ZeekpeO,ZeekpeO,MISC,,,de,1
"Deutschland, die","Deutschland, die",MISC,,,de,1
"Deutschland, …","Deutschland, …",MISC,,,de,1
Ext…,Ext…,MISC,,,de,1
Scholz-Sprecher Hebestreit verwe…,Scholz-Sprecher Hebestreit verwe…,MISC,,,de,1
Ein solch…,Ein solch…,MISC,,,de,1
Liveticker: +++ 18:24,Liveticker: +++ 18:24,MISC,,,de,1
Liveticker: +++ 21:04 USA,Liveticker: +++ 21:04 USA,MISC,,,de,1
"Russia Today""","Russia Today""",MISC,,,de,1
Zeit der engen Gürtel.,Zeit der engen Gürtel.,MISC,,,de,1
Russischer Kampfjet,Russischer Kampfjet,MISC,,,de,1
Gaspreisumlage.,Gaspreisumlage.,MISC,,,de,1
Bü…,Bü…,MISC,,,de,1
Corona,Corona,MISC,0.0,0.0,de,1
Ost-Ausschuss,Ost-Ausschuss,MISC,,,de,1
Liveticker: +++ 12:44,Liveticker: +++ 12:44,MISC,,,de,1
iranisches,iranisches,MISC,,,de,1
P…,P…,MISC,,,de,1
C…,C…,MISC,,,de,1
Ifo-Geschäftsklima,Ifo-Geschäftsklima,MISC,,,de,1
Europäischer,Europäischer,MISC,,,de,1
Russland?,Russland?,MISC,,,de,1
dem Krieg,dem Krieg,MISC,,,de,1
Krieg  n-tv NACHRICHTEN,Krieg  n-tv NACHRICHTEN,MISC,,,de,1
"Krieg  WELT
","Krieg  WELT
",MISC,,,de,1
Liveticker: +++ 22:11 Bellingcat,Liveticker: +++ 22:11 Bellingcat,MISC,,,de,1
Recherchenetzwerk Bellingcat,Recherchenetzwerk Bellingcat,MISC,,,de,1
Auf der Suche nach der verlorenen Zeit«,Auf der Suche nach der verlorenen Zeit«,MISC,,,de,1
tschechischen Ratspräsidentschaft,tschechischen Ratspräsidentschaft,MISC,,,de,1
Irans Frauen,Irans Frauen,MISC,,,de,1
Bitterfeld-Wolfe…,Bitterfeld-Wolfe…,MISC,,,de,1
Gaspreisdeckel: Wer zur Hölle,Gaspreisdeckel: Wer zur Hölle,MISC,,,de,1
Terminkontrakt TTF,Terminkontrakt TTF,MISC,,,de,1
Wetter: Wie,Wetter: Wie,MISC,,,de,1
Ampel-Streit,Ampel-Streit,MISC,,,de,1
Kamikaze-Drohnenangriff,Kamikaze-Drohnenangriff,MISC,,,de,1
Kiew.,Kiew.,MISC,,,de,1
Der Moment des Einschlages,Der Moment des Einschlages,MISC,,,de,1
Streit um die Atomkraft,Streit um die Atomkraft,MISC,,,de,1
AKW-Machtwort,AKW-Machtwort,MISC,,,de,1
Nordstream-Pipeline,Nordstream-Pipeline,MISC,,,de,1
dänischer,dänischer,MISC,,,de,1
Atomkraftwerk-Machtwort des,Atomkraftwerk-Machtwort des,MISC,,,de,1
Liveticker: +++ 10:01 Dänemark:,Liveticker: +++ 10:01 Dänemark:,MISC,,,de,1
dänische,dänische,MISC,,,de,1
dänischen,dänischen,MISC,,,de,1
Ende Sep…,Ende Sep…,MISC,,,de,1
Alarm.,Alarm.,MISC,,,de,1
Britische,Britische,MISC,,,de,1
Atomkraft:,Atomkraft:,MISC,,,de,1
Marder,Marder,MISC,,,de,1
Tories,Tories,MISC,,,de,1
süddeutscher,süddeutscher,MISC,,,de,1
Ein Jahr wie dieses,Ein Jahr wie dieses,MISC,,,de,1
Netto-Null-Emissionen,Netto-Null-Emissionen,MISC,,,de,1
"Nein danke!""","Nein danke!""",MISC,,,de,1
Sitzheizungen,Sitzheizungen,MISC,,,de,1
Videos,Videos,MISC,,,de,1
Pullover: Die Welt,Pullover: Die Welt,MISC,,,de,1
Zorn auf die Grünen:,Zorn auf die Grünen:,MISC,,,de,1
Krieg gegen Russland,Krieg gegen Russland,MISC,,,de,1
Warum Frost,Warum Frost,MISC,,,de,1
Ukraine,Ukraine,MISC,-0.006329113924050633,0.0,de,1
Ukrainischer,Ukrainischer,MISC,,,de,1
FrontDer,FrontDer,MISC,,,de,1
russischen Armee,russischen Armee,MISC,,,de,1
Appell an Habeck:,Appell an Habeck:,MISC,,,de,1
Ironman,Ironman,MISC,,,de,1
Xpress,Xpress,MISC,,,de,1
La…,La…,MISC,,,de,1
Riad,Riad,MISC,,,de,1
Am Freitag weichen die Grünen,Am Freitag weichen die Grünen,MISC,,,de,1
Ines auf…,Ines auf…,MISC,,,de,1
CO₂-Neutralität: Zwei,CO₂-Neutralität: Zwei,MISC,,,de,1
Ostsee-Pipelines.,Ostsee-Pipelines.,MISC,,,de,1
Ã¤rmere,Ã¤rmere,MISC,,,de,1
Frieden in der Ukraine,Frieden in der Ukraine,MISC,,,de,1
rot-grün-rote Senat,rot-grün-rote Senat,MISC,,,de,1
Sanifair: Die WC-Preisbremse,Sanifair: Die WC-Preisbremse,MISC,,,de,1
Wertbon-System.,Wertbon-System.,MISC,,,de,1
Krieg zwischen,Krieg zwischen,MISC,,,de,1
Unselige,Unselige,MISC,,,de,1
Ukrainekrieg:,Ukrainekrieg:,MISC,,,de,1
Modische Statements …,Modische Statements …,MISC,,,de,1
Deutschland,Deutschland,MISC,-0.0044444444444444444,0.0,de,1
Krieg in der Ukraine.,Krieg in der Ukraine.,MISC,,,de,1
Nicht-Gaskunden.,Nicht-Gaskunden.,MISC,,,de,1
"Ampel ohne ""Vertrauensproblem""","Ampel ohne ""Vertrauensproblem""",MISC,,,de,1
HeiÃŸ,HeiÃŸ,MISC,,,de,1
